"Date","Price","Open","High","Low","Change %"
"02/23/2017","-0.910","-0.910","-0.910","-0.910","-2.15%"
"02/22/2017","-0.930","-0.930","-0.930","-0.930","5.68%"
"02/21/2017","-0.880","-0.880","-0.880","-0.880","0.00%"
"02/20/2017","-0.880","-0.880","-0.880","-0.880","-2.22%"
"02/18/2017","-0.900","-0.890","-0.890","-0.900","0.00%"
"02/17/2017","-0.900","-0.900","-0.900","-0.900","1.12%"
"02/16/2017","-0.890","-0.890","-0.890","-0.890","-1.11%"
"02/15/2017","-0.900","-0.900","-0.900","-0.900","4.65%"
"02/14/2017","-0.860","-0.860","-0.860","-0.860","2.38%"
"02/13/2017","-0.840","-0.840","-0.840","-0.840","-2.33%"
"02/11/2017","-0.860","-0.870","-0.860","-0.870","-1.15%"
"02/10/2017","-0.870","-0.870","-0.870","-0.870","2.35%"
"02/09/2017","-0.850","-0.850","-0.850","-0.850","1.19%"
"02/08/2017","-0.840","-0.840","-0.840","-0.840","2.44%"
"02/07/2017","-0.820","-0.820","-0.820","-0.820","-1.20%"
"02/06/2017","-0.830","-0.830","-0.830","-0.830","-6.74%"
"02/03/2017","-0.890","-0.890","-0.890","-0.890","12.66%"
"02/02/2017","-0.790","-0.790","-0.790","-0.790","-13.19%"
"02/01/2017","-0.910","-0.910","-0.910","-0.910","4.60%"
"01/31/2017","-0.870","-0.870","-0.870","-0.870","3.57%"
"01/30/2017","-0.840","-0.840","-0.840","-0.840","2.44%"
"01/28/2017","-0.820","-0.810","-0.810","-0.820","1.23%"
"01/27/2017","-0.810","-0.810","-0.810","-0.810","1.25%"
"01/26/2017","-0.800","-0.800","-0.800","-0.800","-4.76%"
"01/25/2017","-0.840","-0.840","-0.840","-0.840","0.00%"
"01/24/2017","-0.840","-0.840","-0.840","-0.840","-1.18%"
"01/23/2017","-0.850","-0.850","-0.850","-0.850","1.19%"
"01/21/2017","-0.840","-0.890","-0.840","-0.890","-5.62%"
"01/20/2017","-0.890","-0.890","-0.890","-0.890","5.95%"
"01/19/2017","-0.840","-0.840","-0.840","-0.840","2.44%"
"01/18/2017","-0.820","-0.820","-0.820","-0.820","-1.20%"
"01/17/2017","-0.830","-0.830","-0.830","-0.830","2.47%"
"01/16/2017","-0.810","-0.810","-0.810","-0.810","-1.22%"
"01/13/2017","-0.820","-0.820","-0.820","-0.820","2.50%"
"01/12/2017","-0.800","-0.800","-0.800","-0.800","-2.44%"
"01/11/2017","-0.820","-0.820","-0.820","-0.820","3.80%"
"01/10/2017","-0.790","-0.790","-0.790","-0.790","-1.25%"
"01/09/2017","-0.800","-0.800","-0.800","-0.800","3.90%"
"01/07/2017","-0.770","-0.830","-0.770","-0.830","-1.28%"
"01/06/2017","-0.780","-0.780","-0.780","-0.780","-4.88%"
"01/05/2017","-0.820","-0.820","-0.820","-0.820","-5.75%"
"01/04/2017","-0.870","-0.870","-0.870","-0.870","7.41%"
"01/03/2017","-0.810","-0.810","-0.810","-0.810","-10.99%"
"01/02/2017","-0.910","-0.880","-0.840","-0.970","1.11%"
"12/30/2016","-0.900","-0.900","-0.900","-0.900","1.12%"
"12/29/2016","-0.890","-0.890","-0.890","-0.890","9.88%"
"12/28/2016","-0.810","-0.810","-0.810","-0.810","-3.57%"
"12/27/2016","-0.840","-0.840","-0.840","-0.840","16.67%"
"12/26/2016","-0.720","-0.720","-0.720","-0.720","0.00%"
"12/24/2016","-0.720","-0.750","-0.720","-0.760","-5.26%"
